PARENT_LEVEL_1_ID,PARENT_LEVEL_1_NAME,PARENT_LEVEL_2_ID,PARENT_LEVEL_2_NAME,PARENT_LEVEL_3_ID,PARENT_LEVEL_3_NAME,PARENT_LEVEL_4_ID,PARENT_LEVEL_4_NAME,PARENT_LEVEL_5_ID,PARENT_LEVEL_5_NAME,PARENT_LEVEL_6_ID,PARENT_LEVEL_6_NAME,PARENT_LEVEL_7_ID,PARENT_LEVEL_7_NAME
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,AhST5ZpuCDJ,DS BASKUY,Q7EEry72SRu,BASKUY,orbLwf4qrwa,CM AFAFSI,,
zmSNCYjqQGj,BURKINA FASO,C9M7mlhBZcI,CENTRE EST,j6c8XvNzJKc,BOULGOU,QyuBzsj7V8W,DS GARANGO,fgEDbUA60Z7,CMA GARANGO,,,,
zmSNCYjqQGj,BURKINA FASO,C9M7mlhBZcI,CENTRE EST,j6c8XvNzJKc,BOULGOU,QyuBzsj7V8W,DS GARANGO,fgEDbUA60Z7,CMA GARANGO,Zg3E29OAU9M,CMA GARANGO ADMINISTRATION,,
zmSNCYjqQGj,BURKINA FASO,C9M7mlhBZcI,CENTRE EST,j6c8XvNzJKc,BOULGOU,QyuBzsj7V8W,DS GARANGO,fgEDbUA60Z7,CMA GARANGO,deHmGg94OoL,CMA GARANGO CHIRURGIE BLOC,,
zmSNCYjqQGj,BURKINA FASO,C9M7mlhBZcI,CENTRE EST,j6c8XvNzJKc,BOULGOU,QyuBzsj7V8W,DS GARANGO,fgEDbUA60Z7,CMA GARANGO,k07PMuU4MZv,CMA GARANGO CHIRURGIE POST OPERE,,
zmSNCYjqQGj,BURKINA FASO,C9M7mlhBZcI,CENTRE EST,j6c8XvNzJKc,BOULGOU,QyuBzsj7V8W,DS GARANGO,fgEDbUA60Z7,CMA GARANGO,f61MySokhk2,CMA GARANGO FILE ACTIVE ET CDT,,
zmSNCYjqQGj,BURKINA FASO,C9M7mlhBZcI,CENTRE EST,j6c8XvNzJKc,BOULGOU,QyuBzsj7V8W,DS GARANGO,fgEDbUA60Z7,CMA GARANGO,VnEaHC2S5ez,CMA GARANGO LABORATOIRE,,
zmSNCYjqQGj,BURKINA FASO,C9M7mlhBZcI,CENTRE EST,j6c8XvNzJKc,BOULGOU,QyuBzsj7V8W,DS GARANGO,fgEDbUA60Z7,CMA GARANGO,jZHlLRIpQGq,CMA GARANGO MATERNITE,,
zmSNCYjqQGj,BURKINA FASO,C9M7mlhBZcI,CENTRE EST,j6c8XvNzJKc,BOULGOU,QyuBzsj7V8W,DS GARANGO,fgEDbUA60Z7,CMA GARANGO,IUHlOUUDnI1,CMA GARANGO PEDIATRIE,,
zmSNCYjqQGj,BURKINA FASO,C9M7mlhBZcI,CENTRE EST,j6c8XvNzJKc,BOULGOU,QyuBzsj7V8W,DS GARANGO,fgEDbUA60Z7,CMA GARANGO,g2DzTnDanDv,CMA GARANGO PHARMACIE,,
zmSNCYjqQGj,BURKINA FASO,C9M7mlhBZcI,CENTRE EST,j6c8XvNzJKc,BOULGOU,QyuBzsj7V8W,DS GARANGO,fgEDbUA60Z7,CMA GARANGO,WF2yFVsFLKt,CMA GARANGO PSYCHIATRIE,,
zmSNCYjqQGj,BURKINA FASO,C9M7mlhBZcI,CENTRE EST,j6c8XvNzJKc,BOULGOU,QyuBzsj7V8W,DS GARANGO,fgEDbUA60Z7,CMA GARANGO,nxHjGfxIpRw,CMA GARANGO URGENCES MEDICALES,,
zmSNCYjqQGj,BURKINA FASO,mNbmpbo6Oh3,EST,BEdiNstWoAZ,KOMANDJARI,MTzNY5OcfWh,DS GAYERI,EH9NmD4GH1Y,CMA GAYERI,,,,
zmSNCYjqQGj,BURKINA FASO,mNbmpbo6Oh3,EST,BEdiNstWoAZ,KOMANDJARI,MTzNY5OcfWh,DS GAYERI,EH9NmD4GH1Y,CMA GAYERI,vAaidNh7yRY,CMA GAYERI ADMINISTRATION,,
zmSNCYjqQGj,BURKINA FASO,mNbmpbo6Oh3,EST,BEdiNstWoAZ,KOMANDJARI,MTzNY5OcfWh,DS GAYERI,EH9NmD4GH1Y,CMA GAYERI,pDjvKVHs1Uv,CMA GAYERI CHIRURGIE BLOC,,
zmSNCYjqQGj,BURKINA FASO,mNbmpbo6Oh3,EST,BEdiNstWoAZ,KOMANDJARI,MTzNY5OcfWh,DS GAYERI,EH9NmD4GH1Y,CMA GAYERI,c4M0Q5cC4tc,CMA GAYERI FILE ACTIVE ET CDT,,
zmSNCYjqQGj,BURKINA FASO,mNbmpbo6Oh3,EST,BEdiNstWoAZ,KOMANDJARI,MTzNY5OcfWh,DS GAYERI,EH9NmD4GH1Y,CMA GAYERI,bBnlN7PmMgv,CMA GAYERI LABORATOIRE,,
zmSNCYjqQGj,BURKINA FASO,mNbmpbo6Oh3,EST,BEdiNstWoAZ,KOMANDJARI,MTzNY5OcfWh,DS GAYERI,EH9NmD4GH1Y,CMA GAYERI,laNtpZP0eLd,CMA GAYERI MATERNITE,,
zmSNCYjqQGj,BURKINA FASO,mNbmpbo6Oh3,EST,BEdiNstWoAZ,KOMANDJARI,MTzNY5OcfWh,DS GAYERI,EH9NmD4GH1Y,CMA GAYERI,cbUW7U7epJb,CMA GAYERI MEDECINE,,
zmSNCYjqQGj,BURKINA FASO,mNbmpbo6Oh3,EST,BEdiNstWoAZ,KOMANDJARI,MTzNY5OcfWh,DS GAYERI,EH9NmD4GH1Y,CMA GAYERI,K5WQXUJJa5B,CMA GAYERI PEDIATRIE,,
zmSNCYjqQGj,BURKINA FASO,mNbmpbo6Oh3,EST,BEdiNstWoAZ,KOMANDJARI,MTzNY5OcfWh,DS GAYERI,EH9NmD4GH1Y,CMA GAYERI,Y0Lewt8nwe4,CMA GAYERI PHARMACIE,,
zmSNCYjqQGj,BURKINA FASO,mNbmpbo6Oh3,EST,BEdiNstWoAZ,KOMANDJARI,MTzNY5OcfWh,DS GAYERI,EH9NmD4GH1Y,CMA GAYERI,En6zdgEFoyy,CMA GAYERI SERVICE LEPRE,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,TREK9HkatVq,DS NONGR MASSOM,ZLJdT1s9haw,NONGREMASSOUM,B6kqJ4omo1f,CM AGIR,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,iHSJypSwlo5,DS BOGODOGO,Jgv6W9tbQpP,SAABA,fwww0yXIrbH,CM AGNES BONARDI,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,,,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,OwFgakcWKq3,CMA GOROM GOROM ADMINISTRATION,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,Ra2phNQHDKw,CMA GOROM GOROM CHIRURGIE BLOC,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,ucs7iyXQB7o,CMA GOROM GOROM CHIRURGIE POST OPERE,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,MaDBBJzxZco,CMA GOROM GOROM FILE ACTIVE ET CDT,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,Mr23BUD6QMv,CMA GOROM GOROM LABORATOIRE,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,fbelaKsee4X,CMA GOROM GOROM MATERNITE,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,Dexbz8HTGKu,CMA GOROM GOROM MEDECINE,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,OQNXehfgRGc,CMA GOROM GOROM ODONTOLOGIE,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,X6Cn7Fjr1t5,CMA GOROM GOROM OPHTALMOLOGIE,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,Q7yoNUkkLpT,CMA GOROM GOROM ORL,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,D2MGfIlGcS5,CMA GOROM GOROM PEDIATRIE,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,BbHScLqzkU5,CMA GOROM GOROM PHARMACIE,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,Agy6CoEM3mM,CMA GOROM GOROM PSYCHIATRIE,,
zmSNCYjqQGj,BURKINA FASO,Oh2EALVR2Pa,SAHEL,GIuyv96098F,OUDALAN,rnqP2uDjIb4,DS GOROM GOROM,IV1JD9Mbyaj,CMA GOROM GOROM,TYeBHJpHloP,CMA GOROM GOROM RADIOLOGIE,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,,,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,D2NCSSF3DWD,CMA GOURCY ADMINISTRATION,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,RqUUWMbHGPH,CMA GOURCY CHIRURGIE BLOC,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,ioS3mksewTA,CMA GOURCY FILE ACTIVE ET CDT,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,PeevYkD8Wqo,CMA GOURCY LABORATOIRE,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,We7JrLiSwZA,CMA GOURCY MATERNITE,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,DTujx9VNcog,CMA GOURCY MEDECINE,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,COg51PGfXkj,CMA GOURCY PEDIATRIE,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,ASKJq92PLLE,CMA GOURCY PHARMACIE,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,GzUBY0BGOQY,CMA GOURCY PSYCHIATRIE,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,H4iYtRimCnB,CMA GOURCY RADIOLOGIE,,
zmSNCYjqQGj,BURKINA FASO,QbUydxr5PH1,NORD,Jj9lsMa30yW,ZONDOMA,mkpbDrWZr0p,DS GOURCY,AnMTTa6XD7X,CMA GOURCY,Ul4p9Kc3a5K,CMA GOURCY URGENCES MEDICALES,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,TREK9HkatVq,DS NONGR MASSOM,ZLJdT1s9haw,NONGREMASSOUM,DGxv21VbIqL,CM AHMADYYA,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,,,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,sSpNssDf2Lq,CMA HOUNDE ADMINISTRATION,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,XKbYOke30kp,CMA HOUNDE CHIRURGIE BLOC,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,dykK9xODJQU,CMA HOUNDE CHIRURGIE POST OPERE,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,Ss4p4S3XXE4,CMA HOUNDE FILE ACTIVE ET CDT,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,Tg4vbMeUURq,CMA HOUNDE LABORATOIRE,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,FZEn6NCQeiU,CMA HOUNDE MATERNITE,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,viygL6LuIwv,CMA HOUNDE MEDECINE,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,ddoG0Jt6uHt,CMA HOUNDE ODONTOLOGIE,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,rAudYmWnyNC,CMA HOUNDE OPHTALMOLOGIE,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,d4PbvTVCv4J,CMA HOUNDE PEDIATRIE,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,Pdoo6QvXepn,CMA HOUNDE PHARMACIE,,
zmSNCYjqQGj,BURKINA FASO,x35OtBOWemw,HAUTS BASSINS,f3XkEVaaPse,TUY,c6L1agxAp4X,DS HOUNDE,rZEZiiStxKI,CMA HOUNDE,FeJEmOcEtcv,CMA HOUNDE PSYCHIATRIE,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,TREK9HkatVq,DS NONGR MASSOM,ZLJdT1s9haw,NONGREMASSOUM,SgzeA8a6bL9,CM AJPO,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,,,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,swQpxjW3LmK,CMA KOMBISSIRI ADMINISTRATION,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,FPrn3v6TPE8,CMA KOMBISSIRI CHIRURGIE BLOC,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,cL770JNN7fv,CMA KOMBISSIRI CHIRURGIE POST OPERE,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,zeODInmxdUr,CMA KOMBISSIRI FILE ACTIVE ET CDT,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,PUElhhoYvbf,CMA KOMBISSIRI LABORATOIRE,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,HzstYjKPwj8,CMA KOMBISSIRI MATERNITE,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,npIdJVlnCT4,CMA KOMBISSIRI MEDECINE,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,UGJemJSqF68,CMA KOMBISSIRI ODONTOLOGIE,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,mrVRyOWKY1e,CMA KOMBISSIRI OPHTALMOLOGIE,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,OsdzJ6EfegK,CMA KOMBISSIRI ORL,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,GI3d1BXpzEs,CMA KOMBISSIRI PEDIATRIE,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,oxeeA2ZWKpu,CMA KOMBISSIRI PHARMACIE,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,dPHjyr2Gl1b,CMA KOMBISSIRI PSYCHIATRIE,,
zmSNCYjqQGj,BURKINA FASO,uaydHJWFFCV,CENTRE SUD,ZA9rEp0WLMT,BAZEGA,c6tSFIAr5wl,DS KOMBISSIRI,tWzWySahVBm,CMA KOMBISSIRI,gmi2X4eNwIi,CMA KOMBISSIRI URGENCES MEDICALES,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,,,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,pdne8zxKEBO,CMA KONGOUSSI ADMINISTRATION,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,lh2fqbbekcc,CMA KONGOUSSI CHIRURGIE BLOC,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,k0qUVDjL5er,CMA KONGOUSSI CHIRURGIE POST OPERE,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,JgKhu4cNkBa,CMA KONGOUSSI FILE ACTIVE ET CDT,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,X8dYucP3K8P,CMA KONGOUSSI LABORATOIRE,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,wdj3mov6Skw,CMA KONGOUSSI MATERNITE,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,OslRYXAUUsm,CMA KONGOUSSI MEDECINE,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,tPw0DBtIOGN,CMA KONGOUSSI ORL,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,hm2Ht4MeoEw,CMA KONGOUSSI PEDIATRIE,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,KbN78puO8HB,CMA KONGOUSSI PHARMACIE,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,eegbi9aLuLq,CMA KONGOUSSI PSYCHIATRIE,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,W6R6b6LGevF,CMA KONGOUSSI RADIOLOGIE,,
zmSNCYjqQGj,BURKINA FASO,CrqTIkTFSWU,CENTRE NORD,r2kuZKi0UkY,BAM,t8FUnS1REgS,DS KONGOUSSI,BXGKn7DoOBT,CMA KONGOUSSI,ya0nmV2ifwe,CMA KONGOUSSI URGENCES MEDICALES,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,TREK9HkatVq,DS NONGR MASSOM,xQYro9CUwWT,CMA KOSSODO,,,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,TREK9HkatVq,DS NONGR MASSOM,xQYro9CUwWT,CMA KOSSODO,TJU7f7GDrdW,CMA KOSSODO ADMINISTRATION,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,TREK9HkatVq,DS NONGR MASSOM,xQYro9CUwWT,CMA KOSSODO,aAQ9z68ZN1H,CMA KOSSODO CARDIOLOGIE,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,TREK9HkatVq,DS NONGR MASSOM,xQYro9CUwWT,CMA KOSSODO,ITzV03YFysZ,CMA KOSSODO CHIRURGIE BLOC,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,TREK9HkatVq,DS NONGR MASSOM,xQYro9CUwWT,CMA KOSSODO,Y9HrrkzNDd6,CMA KOSSODO CHIRURGIE POST OPERE,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,TREK9HkatVq,DS NONGR MASSOM,xQYro9CUwWT,CMA KOSSODO,VqY9oT0j3C7,CMA KOSSODO FILE ACTIVE ET CDT,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,TREK9HkatVq,DS NONGR MASSOM,xQYro9CUwWT,CMA KOSSODO,B2s5OCpMyyM,CMA KOSSODO GASTRO ENTEROLOGIE,,
zmSNCYjqQGj,BURKINA FASO,WXDW5h0TFmT,CENTRE,lc0s6XmhdoA,KADIOGO,TREK9HkatVq,DS NONGR MASSOM,xQYro9CUwWT,CMA KOSSODO,RzEUVk8rGd8,CMA KOSSODO LABORATOIRE,,
